ct_health,t_health,ct_money,t_money,time_left,bomb_planted,ct_players_alive,t_players_alive,round_winner_numeric
400.0,500.0,9050.0,21300.0,94.96,0,4.0,5.0,0
200.0,488.0,5250.0,22500.0,74.96,0,2.0,5.0,0
200.0,488.0,5250.0,22800.0,29.87,1,2.0,5.0,0
172.0,488.0,5250.0,22800.0,9.87,1,2.0,5.0,0
300.0,300.0,200.0,21750.0,92.36,0,3.0,3.0,1
288.0,200.0,500.0,15100.0,72.36,0,3.0,2.0,1
288.0,200.0,500.0,15100.0,52.36,0,3.0,2.0,1
500.0,387.0,3700.0,13000.0,54.96,0,5.0,4.0,0
300.0,287.0,1800.0,7150.0,36.43,1,3.0,3.0,0
100.0,96.0,100.0,3550.0,16.43,1,1.0,2.0,0
400.0,500.0,9850.0,15850.0,94.95,0,4.0,5.0,0
400.0,500.0,9850.0,15850.0,74.95,0,4.0,5.0,0
367.0,500.0,9850.0,15850.0,54.95,0,4.0,5.0,0
267.0,500.0,7650.0,16450.0,21.99,1,3.0,5.0,0
100.0,500.0,3250.0,17050.0,1.99,1,1.0,5.0,0
400.0,400.0,450.0,22350.0,94.95,0,4.0,4.0,1
400.0,300.0,550.0,16700.0,74.95,0,4.0,3.0,1
242.0,12.0,800.0,5500.0,29.16,1,3.0,1.0,1
400.0,500.0,4300.0,15900.0,94.96,0,4.0,5.0,0
200.0,434.0,4100.0,16800.0,33.39,1,2.0,5.0,0
401.0,500.0,12750.0,25100.0,74.95,0,5.0,5.0,0
399.0,500.0,200.0,40750.0,74.96,0,4.0,5.0,0
299.0,301.0,200.0,34250.0,54.96,0,3.0,4.0,0
299.0,301.0,200.0,34550.0,26.0,1,3.0,4.0,0
299.0,301.0,200.0,34550.0,6.0,1,3.0,4.0,0
393.0,400.0,9650.0,45450.0,74.95,0,4.0,4.0,1
136.0,111.0,5200.0,22700.0,54.95,0,2.0,2.0,1
79.0,13.0,1550.0,11150.0,34.95,0,1.0,1.0,1
23.0,0.0,1850.0,0.0,26.73,1,1.0,0.0,1
406.0,300.0,6650.0,14650.0,84.95,0,5.0,3.0,1
500.0,392.0,500.0,550.0,74.91,0,5.0,5.0,1
275.0,156.0,650.0,1300.0,30.61,1,3.0,3.0,1
200.0,207.0,200.0,1200.0,54.94,0,2.0,3.0,0
200.0,207.0,200.0,1500.0,20.78,1,2.0,3.0,0
200.0,207.0,200.0,1500.0,0.78,1,2.0,3.0,0
500.0,468.0,400.0,5600.0,94.93,0,5.0,5.0,0
473.0,468.0,400.0,5600.0,74.93,0,5.0,5.0,0
473.0,468.0,400.0,5600.0,54.93,0,5.0,5.0,0
473.0,468.0,400.0,5600.0,34.93,0,5.0,5.0,0
273.0,211.0,300.0,2850.0,35.58,1,3.0,3.0,0
273.0,211.0,300.0,2850.0,15.58,1,3.0,3.0,0
450.0,400.0,10100.0,9400.0,74.93,0,5.0,4.0,0
360.0,214.0,7800.0,6700.0,54.93,0,4.0,3.0,0
371.0,400.0,800.0,5700.0,94.93,0,4.0,4.0,1
371.0,377.0,800.0,5700.0,74.93,0,4.0,4.0,1
371.0,377.0,800.0,5700.0,54.93,0,4.0,4.0,1
327.0,200.0,1400.0,3850.0,34.93,0,4.0,2.0,1
227.0,34.0,1650.0,2950.0,14.93,0,3.0,1.0,1
200.0,332.0,1650.0,2000.0,36.5,1,2.0,5.0,0
200.0,332.0,1650.0,2000.0,16.5,1,2.0,5.0,0
400.0,479.0,8900.0,10150.0,54.93,0,4.0,5.0,0
200.0,254.0,4750.0,7850.0,34.93,0,2.0,4.0,0
200.0,254.0,4750.0,8150.0,22.22,1,2.0,4.0,0
200.0,254.0,4750.0,8150.0,2.22,1,2.0,4.0,0
436.0,500.0,5600.0,20450.0,94.93,0,5.0,5.0,0
436.0,500.0,5600.0,20450.0,74.93,0,5.0,5.0,0
36.0,229.0,3200.0,12450.0,37.49,1,1.0,3.0,0
36.0,229.0,3200.0,12450.0,17.49,1,1.0,3.0,0
354.0,352.0,12950.0,21000.0,90.55,0,4.0,4.0,0
191.0,216.0,10400.0,15750.0,70.55,0,3.0,3.0,0
67.0,216.0,4900.0,16650.0,32.13,1,1.0,3.0,0
67.0,216.0,4900.0,16650.0,12.13,1,1.0,3.0,0
261.0,440.0,1100.0,31050.0,94.94,0,3.0,5.0,0
181.0,440.0,1100.0,31650.0,38.48,1,2.0,5.0,0
181.0,440.0,1100.0,31650.0,18.48,1,2.0,5.0,0
500.0,464.0,3800.0,37450.0,94.94,0,5.0,5.0,0
400.0,388.0,4050.0,30550.0,74.94,0,4.0,4.0,0
300.0,343.0,2950.0,30850.0,54.94,0,3.0,4.0,0
300.0,247.0,2950.0,31150.0,21.79,1,3.0,4.0,0
300.0,247.0,2950.0,31150.0,1.79,1,3.0,4.0,0
500.0,496.0,6650.0,46550.0,94.94,0,5.0,5.0,1
372.0,352.0,6400.0,36800.0,74.94,0,4.0,4.0,1
314.0,156.0,7000.0,20200.0,54.94,0,4.0,2.0,1
242.0,100.0,4550.0,13150.0,30.34,1,3.0,1.0,1
142.0,0.0,4200.0,0.0,10.34,1,2.0,0.0,1
300.0,479.0,4750.0,34750.0,94.94,0,3.0,5.0,1
300.0,400.0,5050.0,26750.0,74.94,0,3.0,4.0,1
419.0,500.0,5400.0,20050.0,74.92,0,5.0,5.0,0
200.0,270.0,2150.0,18300.0,36.84,1,2.0,3.0,0
100.0,228.0,1000.0,18600.0,16.84,1,1.0,3.0,0
200.0,352.0,100.0,16900.0,94.92,0,2.0,4.0,0
42.0,240.0,300.0,12100.0,37.38,1,1.0,3.0,0
42.0,240.0,300.0,12100.0,17.38,1,1.0,3.0,0
200.0,207.0,300.0,1350.0,88.1,0,2.0,4.0,0
100.0,207.0,150.0,1950.0,21.18,1,1.0,4.0,0
100.0,207.0,150.0,1950.0,1.18,1,1.0,4.0,0
472.0,500.0,750.0,1000.0,94.93,0,5.0,5.0,0
200.0,322.0,200.0,1450.0,74.93,0,2.0,4.0,0
200.0,322.0,200.0,1750.0,31.48,1,2.0,4.0,0
200.0,322.0,200.0,1750.0,11.48,1,2.0,4.0,0
261.0,371.0,7300.0,11100.0,98.49,0,3.0,5.0,0
200.0,371.0,4850.0,11400.0,78.49,0,2.0,5.0,0
500.0,406.0,550.0,15600.0,94.94,0,5.0,5.0,0
400.0,271.0,900.0,10000.0,74.94,0,4.0,3.0,0
100.0,100.0,550.0,3700.0,54.94,0,1.0,1.0,0
100.0,100.0,550.0,3700.0,34.94,0,1.0,1.0,0
400.0,350.0,1950.0,17050.0,74.92,0,4.0,4.0,1
130.0,200.0,1050.0,11100.0,54.92,0,2.0,2.0,1
500.0,482.0,2050.0,3350.0,94.93,0,5.0,5.0,0
500.0,423.0,2050.0,3350.0,74.93,0,5.0,5.0,0
232.0,68.0,2000.0,1700.0,54.93,0,3.0,2.0,0
222.0,68.0,2000.0,1700.0,34.93,0,3.0,2.0,0
222.0,68.0,2000.0,2000.0,28.55,1,3.0,2.0,0
491.0,477.0,12450.0,4000.0,94.93,0,5.0,5.0,0
304.0,282.0,10600.0,2250.0,74.93,0,4.0,3.0,0
300.0,300.0,1050.0,6700.0,85.0,0,3.0,3.0,1
300.0,299.0,1050.0,6700.0,65.0,0,3.0,3.0,1
300.0,299.0,1050.0,6700.0,45.0,0,3.0,3.0,1
481.0,452.0,3600.0,1750.0,94.92,0,5.0,5.0,0
181.0,192.0,3050.0,2700.0,74.92,0,2.0,3.0,0
81.0,92.0,2100.0,2900.0,35.77,1,1.0,2.0,0
81.0,92.0,2100.0,2900.0,15.77,1,1.0,2.0,0
400.0,74.0,12050.0,1350.0,82.43,0,4.0,1.0,1
400.0,74.0,12050.0,1350.0,62.43,0,4.0,1.0,1
400.0,74.0,12050.0,1350.0,42.43,0,4.0,1.0,1
500.0,449.0,16400.0,2200.0,94.94,0,5.0,5.0,1
400.0,500.0,23700.0,850.0,94.93,0,4.0,5.0,1
400.0,500.0,23700.0,850.0,74.93,0,4.0,5.0,1
400.0,362.0,23800.0,850.0,54.93,0,4.0,4.0,1
300.0,362.0,17750.0,1150.0,34.93,0,3.0,4.0,1
300.0,262.0,18050.0,750.0,14.93,0,3.0,3.0,1
300.0,219.0,18050.0,1050.0,33.3,1,3.0,3.0,1
102.0,19.0,12700.0,1050.0,13.3,1,2.0,1.0,1
287.0,342.0,450.0,1300.0,38.88,1,3.0,4.0,1
114.0,0.0,1200.0,0.0,18.88,1,2.0,0.0,1
443.0,400.0,600.0,200.0,94.91,0,5.0,4.0,1
443.0,400.0,600.0,200.0,74.91,0,5.0,4.0,1
231.0,179.0,1000.0,750.0,21.42,1,3.0,2.0,1
200.0,383.0,150.0,1550.0,74.91,0,2.0,4.0,0
473.0,500.0,750.0,6450.0,94.91,0,5.0,5.0,0
473.0,500.0,750.0,6450.0,74.91,0,5.0,5.0,0
400.0,469.0,700.0,6750.0,54.91,0,4.0,5.0,0
400.0,469.0,700.0,6750.0,34.91,0,4.0,5.0,0
200.0,401.0,250.0,7350.0,14.91,0,2.0,5.0,0
200.0,401.0,250.0,7650.0,23.42,1,2.0,5.0,0
200.0,401.0,250.0,7650.0,3.42,1,2.0,5.0,0
200.0,306.0,4000.0,16000.0,54.91,0,2.0,4.0,0
100.0,306.0,2050.0,16600.0,38.02,1,1.0,4.0,0
400.0,300.0,600.0,21050.0,94.91,0,4.0,3.0,1
400.0,300.0,600.0,21050.0,74.91,0,4.0,3.0,1
200.0,156.0,350.0,15000.0,21.21,1,2.0,2.0,1
400.0,491.0,2450.0,18450.0,32.48,1,4.0,5.0,0
400.0,491.0,2450.0,18450.0,12.48,1,4.0,5.0,0
400.0,404.0,3300.0,31550.0,95.05,0,4.0,5.0,0
200.0,302.0,2300.0,32150.0,75.05,0,2.0,5.0,0
100.0,302.0,1900.0,32750.0,26.8,1,1.0,5.0,0
500.0,300.0,800.0,30700.0,74.91,0,5.0,3.0,1
500.0,300.0,800.0,30700.0,54.91,0,5.0,3.0,1
500.0,300.0,800.0,30700.0,34.91,0,5.0,3.0,1
465.0,400.0,4150.0,30900.0,94.91,0,5.0,4.0,1
259.0,156.0,3150.0,14400.0,74.91,0,3.0,2.0,1
81.0,56.0,3300.0,8000.0,54.91,0,2.0,1.0,1
491.0,500.0,4350.0,21100.0,74.91,0,5.0,5.0,0
429.0,356.0,4350.0,21100.0,54.91,0,5.0,5.0,0
200.0,256.0,400.0,16150.0,31.46,1,2.0,4.0,0
200.0,256.0,400.0,16150.0,11.46,1,2.0,4.0,0
200.0,429.0,4300.0,31450.0,94.91,0,2.0,5.0,0
300.0,434.0,100.0,46800.0,91.16,0,3.0,5.0,0
200.0,412.0,100.0,47400.0,37.84,1,2.0,5.0,0
200.0,412.0,100.0,47400.0,17.84,1,2.0,5.0,0
500.0,452.0,300.0,10000.0,94.91,0,5.0,5.0,1
477.0,268.0,1200.0,5950.0,74.91,0,5.0,3.0,1
468.0,430.0,7200.0,250.0,94.91,0,5.0,5.0,1
368.0,200.0,6900.0,450.0,74.91,0,4.0,2.0,1
368.0,200.0,6900.0,450.0,54.91,0,4.0,2.0,1
168.0,100.0,3000.0,750.0,34.91,0,2.0,1.0,1
500.0,496.0,8200.0,10200.0,94.91,0,5.0,5.0,1
500.0,496.0,8200.0,10200.0,74.91,0,5.0,5.0,1
500.0,477.0,8200.0,10200.0,54.91,0,5.0,5.0,1
400.0,384.0,8250.0,8650.0,34.91,0,4.0,4.0,1
200.0,456.0,3500.0,3150.0,74.91,0,2.0,5.0,0
200.0,356.0,3800.0,2450.0,54.91,0,2.0,4.0,0
290.0,445.0,300.0,8450.0,94.91,0,4.0,5.0,0
92.0,245.0,300.0,4350.0,74.91,0,1.0,3.0,0
92.0,245.0,300.0,4650.0,20.11,1,1.0,3.0,0
92.0,245.0,300.0,4650.0,0.11,1,1.0,3.0,0
442.0,400.0,10650.0,11300.0,94.91,0,5.0,4.0,0
42.0,200.0,2800.0,8050.0,74.91,0,1.0,2.0,0
500.0,494.0,150.0,8600.0,94.91,0,5.0,5.0,0
498.0,494.0,150.0,8600.0,74.91,0,5.0,5.0,0
166.0,339.0,50.0,9800.0,36.09,1,2.0,5.0,0
137.0,228.0,650.0,6300.0,16.09,1,2.0,3.0,0
400.0,400.0,750.0,2350.0,68.16,0,4.0,4.0,1
171.0,300.0,950.0,2450.0,48.16,0,2.0,3.0,1
171.0,73.0,1350.0,300.0,22.44,1,2.0,1.0,1
500.0,400.0,2650.0,500.0,94.91,0,5.0,4.0,1
500.0,400.0,2650.0,500.0,74.91,0,5.0,4.0,1
500.0,384.0,2650.0,500.0,54.91,0,5.0,4.0,1
500.0,384.0,2650.0,500.0,34.91,0,5.0,4.0,1
500.0,200.0,3250.0,300.0,14.91,0,5.0,2.0,1
156.0,278.0,1000.0,1000.0,37.63,1,3.0,3.0,0
474.0,500.0,1500.0,1400.0,94.94,0,5.0,5.0,0
389.0,429.0,1500.0,1400.0,74.94,0,5.0,5.0,0
389.0,429.0,1500.0,1400.0,54.94,0,5.0,5.0,0
198.0,395.0,4850.0,8550.0,74.93,0,2.0,4.0,0
200.0,436.0,100.0,22800.0,74.94,0,2.0,5.0,0
430.0,500.0,13250.0,27350.0,94.94,0,5.0,5.0,0
256.0,411.0,400.0,37100.0,94.94,0,3.0,5.0,0
56.0,211.0,150.0,17850.0,74.94,0,1.0,3.0,0
56.0,211.0,150.0,18150.0,27.39,1,1.0,3.0,0
56.0,211.0,150.0,18150.0,7.39,1,1.0,3.0,0
217.0,133.0,9700.0,16800.0,85.77,0,3.0,2.0,1
354.0,122.0,8900.0,11550.0,92.62,0,4.0,2.0,1
400.0,289.0,14900.0,10000.0,94.94,0,4.0,4.0,1
250.0,2.0,8050.0,2950.0,74.94,0,3.0,1.0,1
250.0,2.0,8050.0,2950.0,54.94,0,3.0,1.0,1
250.0,2.0,8050.0,2950.0,34.94,0,3.0,1.0,1
250.0,2.0,8050.0,2950.0,14.94,0,3.0,1.0,1
400.0,480.0,19000.0,4350.0,94.92,0,4.0,5.0,1
200.0,300.0,9900.0,2350.0,74.92,0,2.0,3.0,1
200.0,300.0,9900.0,2350.0,54.92,0,2.0,3.0,1
200.0,100.0,10300.0,0.0,34.92,0,2.0,1.0,1
100.0,100.0,4800.0,600.0,29.57,1,1.0,1.0,1
500.0,476.0,14250.0,400.0,101.95,0,5.0,5.0,0
117.0,295.0,3250.0,1150.0,81.95,0,2.0,4.0,0
63.0,195.0,3550.0,150.0,61.95,0,2.0,3.0,0
200.0,432.0,200.0,7400.0,37.41,1,2.0,5.0,0
100.0,432.0,50.0,7700.0,17.41,1,1.0,5.0,0
410.0,500.0,10150.0,20900.0,54.93,0,5.0,5.0,0
393.0,400.0,600.0,23500.0,65.69,0,4.0,4.0,0
393.0,400.0,600.0,23500.0,45.69,0,4.0,4.0,0
473.0,77.0,1450.0,11150.0,94.92,0,5.0,2.0,1
446.0,23.0,1750.0,1700.0,74.92,0,5.0,1.0,1
446.0,23.0,1750.0,1700.0,54.92,0,5.0,1.0,1
346.0,23.0,1350.0,2000.0,34.92,0,4.0,1.0,1
488.0,400.0,850.0,400.0,74.65,0,5.0,4.0,1
488.0,400.0,850.0,400.0,54.65,0,5.0,4.0,1
371.0,450.0,10500.0,450.0,94.94,0,4.0,5.0,0
139.0,241.0,5100.0,700.0,74.94,0,2.0,3.0,0
139.0,241.0,5100.0,1000.0,28.59,1,2.0,3.0,0
220.0,250.0,7000.0,3750.0,94.93,0,3.0,3.0,0
500.0,479.0,13650.0,7550.0,94.92,0,5.0,5.0,0
452.0,479.0,13650.0,7550.0,74.92,0,5.0,5.0,0
370.0,279.0,11600.0,5900.0,36.25,1,4.0,3.0,0
193.0,179.0,7250.0,4400.0,16.25,1,3.0,2.0,0
500.0,417.0,450.0,4700.0,78.98,0,5.0,5.0,0
353.0,212.0,1050.0,600.0,39.29,1,4.0,3.0,0
53.0,177.0,400.0,1500.0,19.29,1,1.0,3.0,0
400.0,482.0,7050.0,10500.0,94.92,0,4.0,5.0,0
300.0,396.0,5700.0,11100.0,27.71,1,3.0,5.0,0
300.0,396.0,5700.0,11100.0,7.71,1,3.0,5.0,0
300.0,388.0,4350.0,25200.0,95.24,0,3.0,5.0,0
155.0,286.0,4400.0,21400.0,24.88,1,2.0,4.0,0
55.0,204.0,2100.0,21700.0,4.88,1,1.0,4.0,0
494.0,500.0,14050.0,31500.0,94.93,0,5.0,5.0,0
494.0,500.0,14050.0,31500.0,74.93,0,5.0,5.0,0
300.0,367.0,9750.0,25700.0,32.79,1,3.0,4.0,0
441.0,500.0,3650.0,31850.0,94.91,0,5.0,5.0,0
293.0,298.0,3900.0,21000.0,74.91,0,4.0,3.0,0
178.0,298.0,3750.0,21300.0,54.91,0,3.0,3.0,0
178.0,298.0,3750.0,21600.0,20.08,1,3.0,3.0,0
178.0,298.0,3750.0,21600.0,0.08,1,3.0,3.0,0
494.0,425.0,16200.0,37050.0,94.94,0,5.0,5.0,1
397.0,300.0,13950.0,21700.0,74.94,0,4.0,3.0,1
139.0,100.0,6450.0,3850.0,54.94,0,2.0,1.0,1
472.0,452.0,8850.0,17500.0,94.92,0,5.0,5.0,0
132.0,361.0,2600.0,14200.0,74.92,0,2.0,4.0,0
132.0,361.0,2600.0,14500.0,20.12,1,2.0,4.0,0
100.0,262.0,450.0,14800.0,0.12,1,1.0,4.0,0
428.0,308.0,2250.0,27500.0,74.92,0,5.0,5.0,0
200.0,221.0,1150.0,19450.0,31.67,1,2.0,3.0,0
497.0,400.0,750.0,27650.0,74.92,0,5.0,4.0,0
397.0,322.0,550.0,27950.0,54.92,0,4.0,4.0,0
397.0,322.0,550.0,27950.0,34.92,0,4.0,4.0,0
378.0,400.0,750.0,400.0,54.68,0,4.0,4.0,0
178.0,269.0,450.0,1300.0,30.14,1,2.0,4.0,0
164.0,85.0,1050.0,550.0,10.14,1,2.0,2.0,0
500.0,497.0,2100.0,800.0,94.74,0,5.0,5.0,1
469.0,415.0,2100.0,800.0,74.74,0,5.0,5.0,1
414.0,315.0,3000.0,500.0,54.74,0,5.0,4.0,1
272.0,115.0,3400.0,800.0,23.67,1,5.0,2.0,1
92.0,0.0,2650.0,0.0,3.67,1,3.0,0.0,1
500.0,158.0,7150.0,6400.0,74.84,0,5.0,2.0,1
393.0,14.0,7450.0,2200.0,54.84,0,5.0,1.0,1
300.0,500.0,11900.0,950.0,74.8,0,3.0,5.0,0
300.0,500.0,11900.0,1250.0,21.56,1,3.0,5.0,0
300.0,500.0,11900.0,1250.0,1.56,1,3.0,5.0,0
292.0,485.0,5300.0,12950.0,94.76,0,3.0,5.0,0
100.0,485.0,2900.0,13650.0,24.11,1,1.0,5.0,0
100.0,485.0,2900.0,13650.0,4.11,1,1.0,5.0,0
500.0,488.0,1700.0,27250.0,94.84,0,5.0,5.0,0
500.0,488.0,1700.0,27250.0,74.84,0,5.0,5.0,0
500.0,488.0,1700.0,27250.0,54.86,0,5.0,5.0,0
500.0,488.0,1700.0,27250.0,34.75,0,5.0,5.0,0
300.0,360.0,1650.0,27650.0,14.75,0,3.0,5.0,0
300.0,360.0,1650.0,27950.0,25.24,1,3.0,5.0,0
300.0,360.0,1650.0,27950.0,5.24,1,3.0,5.0,0
400.0,380.0,1000.0,29550.0,94.84,0,4.0,4.0,1
400.0,380.0,1000.0,29550.0,74.7,0,4.0,4.0,1
400.0,380.0,1000.0,29550.0,54.7,0,4.0,4.0,1
400.0,380.0,1000.0,29550.0,34.7,0,4.0,4.0,1
400.0,380.0,1000.0,29550.0,14.7,0,4.0,4.0,1
327.0,200.0,2600.0,7900.0,54.73,0,4.0,2.0,1
327.0,200.0,2600.0,7900.0,34.73,0,4.0,2.0,1
327.0,100.0,2900.0,4100.0,14.73,0,4.0,1.0,1
500.0,452.0,8700.0,13300.0,94.85,0,5.0,5.0,1
445.0,200.0,9600.0,9650.0,74.71,0,5.0,2.0,1
400.0,148.0,7500.0,9950.0,54.71,0,4.0,2.0,1
400.0,148.0,7500.0,9950.0,34.71,0,4.0,2.0,1
400.0,148.0,7500.0,9950.0,14.71,0,4.0,2.0,1
500.0,492.0,14450.0,5600.0,94.73,0,5.0,5.0,1
500.0,492.0,14450.0,5600.0,74.73,0,5.0,5.0,1
500.0,392.0,14550.0,3800.0,54.73,0,5.0,4.0,1
300.0,100.0,6950.0,350.0,34.64,0,3.0,1.0,1
387.0,240.0,11950.0,6650.0,74.83,0,4.0,3.0,1
400.0,280.0,12150.0,1700.0,94.72,0,4.0,3.0,1
400.0,280.0,12150.0,1700.0,74.72,0,4.0,3.0,1
300.0,110.0,8400.0,1400.0,54.72,0,3.0,2.0,1
300.0,10.0,8500.0,800.0,34.72,0,3.0,1.0,1
495.0,485.0,20200.0,150.0,96.8,0,5.0,5.0,1
395.0,365.0,18050.0,400.0,76.8,0,4.0,4.0,1
295.0,281.0,15400.0,400.0,56.8,0,3.0,3.0,1
457.0,497.0,21950.0,9200.0,92.98,0,5.0,5.0,1
300.0,445.0,15100.0,9400.0,72.98,0,3.0,5.0,1
201.0,75.0,15900.0,1550.0,24.05,1,3.0,1.0,1
500.0,468.0,25200.0,5150.0,94.76,0,5.0,5.0,0
300.0,244.0,22550.0,4950.0,74.76,0,3.0,3.0,0
240.0,191.0,22550.0,5250.0,27.73,1,3.0,3.0,0
8.0,274.0,450.0,1850.0,39.56,1,1.0,3.0,0
498.0,500.0,1100.0,1250.0,94.85,0,5.0,5.0,0
470.0,477.0,1100.0,1250.0,74.85,0,5.0,5.0,0
293.0,374.0,1400.0,1250.0,54.73,0,5.0,4.0,0
214.0,349.0,950.0,2450.0,34.73,0,3.0,4.0,0
136.0,349.0,950.0,2450.0,14.73,0,3.0,4.0,0
36.0,278.0,700.0,3350.0,21.13,1,2.0,4.0,0
500.0,400.0,11800.0,10800.0,94.7,0,5.0,4.0,0
500.0,400.0,11800.0,10800.0,74.7,0,5.0,4.0,0
312.0,298.0,9750.0,8150.0,27.09,1,4.0,3.0,0
354.0,500.0,350.0,16400.0,94.75,0,4.0,5.0,0
300.0,153.0,800.0,9350.0,74.75,0,3.0,2.0,0
100.0,90.0,0.0,9950.0,54.75,0,1.0,2.0,0
100.0,90.0,0.0,9950.0,34.75,0,1.0,2.0,0
367.0,433.0,450.0,16900.0,94.67,0,4.0,5.0,0
104.0,250.0,650.0,12150.0,74.67,0,2.0,3.0,0
37.0,250.0,400.0,12750.0,34.87,1,1.0,3.0,0
37.0,250.0,400.0,12750.0,14.87,1,1.0,3.0,0
400.0,500.0,1250.0,22000.0,34.63,0,4.0,5.0,1
46.0,37.0,1250.0,13200.0,14.63,0,1.0,1.0,1
380.0,500.0,850.0,3950.0,94.8,0,4.0,5.0,0
328.0,500.0,850.0,3950.0,74.8,0,4.0,5.0,0
100.0,280.0,450.0,4650.0,54.8,0,1.0,3.0,0
400.0,360.0,850.0,650.0,30.44,1,4.0,4.0,1
190.0,0.0,900.0,0.0,10.44,1,2.0,0.0,1
500.0,493.0,250.0,13900.0,36.62,1,5.0,5.0,1
348.0,0.0,2050.0,0.0,16.62,1,5.0,0.0,1
499.0,500.0,12750.0,3850.0,86.84,0,5.0,5.0,0
499.0,323.0,13350.0,2950.0,66.84,0,5.0,4.0,0
100.0,200.0,3100.0,1950.0,46.84,0,1.0,3.0,0
100.0,200.0,3100.0,2250.0,20.27,1,1.0,3.0,0
100.0,200.0,3100.0,2250.0,0.27,1,1.0,3.0,0
400.0,499.0,800.0,9500.0,66.85,0,4.0,5.0,0
400.0,499.0,800.0,9500.0,46.85,0,4.0,5.0,0
300.0,356.0,800.0,7750.0,37.71,1,3.0,4.0,0
200.0,278.0,0.0,5750.0,17.71,1,2.0,3.0,0
295.0,486.0,6400.0,10250.0,86.91,0,3.0,5.0,0
295.0,486.0,6400.0,10550.0,38.45,1,3.0,5.0,0
295.0,486.0,6400.0,10550.0,18.45,1,3.0,5.0,0
400.0,327.0,500.0,20550.0,86.91,0,4.0,4.0,1
274.0,148.0,1050.0,11150.0,66.91,0,3.0,2.0,1
174.0,132.0,1000.0,11450.0,46.91,0,2.0,2.0,1
493.0,450.0,1300.0,4150.0,86.9,0,5.0,5.0,0
393.0,349.0,1600.0,2600.0,66.9,0,4.0,4.0,0
200.0,150.0,1900.0,900.0,29.09,1,2.0,2.0,0
223.0,262.0,6400.0,2050.0,86.83,0,3.0,3.0,0
123.0,262.0,4200.0,2350.0,66.83,0,2.0,3.0,0
123.0,261.0,4200.0,2650.0,31.56,1,2.0,3.0,0
123.0,261.0,4200.0,2650.0,11.56,1,2.0,3.0,0
488.0,500.0,3600.0,9450.0,86.84,0,5.0,5.0,1
488.0,500.0,3600.0,9450.0,66.84,0,5.0,5.0,1
488.0,400.0,3900.0,7550.0,46.84,0,5.0,4.0,1
434.0,100.0,4800.0,0.0,26.8,0,5.0,1.0,1
400.0,399.0,8900.0,700.0,86.9,0,4.0,4.0,0
119.0,290.0,6800.0,1300.0,20.41,1,2.0,3.0,0
19.0,290.0,3350.0,1600.0,0.41,1,1.0,3.0,0
500.0,417.0,1700.0,4400.0,96.38,0,5.0,5.0,1
400.0,403.0,350.0,4700.0,76.38,0,4.0,5.0,1
140.0,62.0,1100.0,1700.0,56.3,0,2.0,1.0,1
463.0,500.0,850.0,250.0,86.85,0,5.0,5.0,1
437.0,405.0,850.0,250.0,66.85,0,5.0,5.0,1
411.0,312.0,950.0,200.0,46.85,0,5.0,4.0,1
449.0,389.0,21550.0,450.0,78.12,0,5.0,4.0,0
304.0,300.0,18850.0,650.0,31.05,1,4.0,3.0,0
100.0,256.0,5500.0,1550.0,10.98,1,1.0,3.0,0
454.0,400.0,950.0,1150.0,86.9,0,5.0,4.0,1
454.0,400.0,950.0,1150.0,66.84,0,5.0,4.0,1
297.0,100.0,1800.0,650.0,46.84,0,4.0,1.0,1
459.0,187.0,1400.0,300.0,86.91,0,5.0,2.0,1
400.0,477.0,800.0,10450.0,86.82,0,4.0,5.0,0
300.0,424.0,400.0,10750.0,66.82,0,3.0,5.0,0
300.0,424.0,400.0,10750.0,46.82,0,3.0,5.0,0
100.0,152.0,650.0,4650.0,26.82,0,1.0,2.0,0
100.0,152.0,650.0,4950.0,23.62,1,1.0,2.0,0
449.0,430.0,1100.0,6900.0,86.9,0,5.0,5.0,0
449.0,430.0,1100.0,6900.0,66.84,0,5.0,5.0,0
449.0,430.0,1100.0,6900.0,46.84,0,5.0,5.0,0
388.0,286.0,1100.0,6900.0,26.84,0,5.0,5.0,0
74.0,145.0,1650.0,4800.0,25.91,1,4.0,3.0,0
72.0,116.0,1250.0,5100.0,5.91,1,3.0,3.0,0
374.0,400.0,8800.0,11700.0,66.85,0,4.0,4.0,0
374.0,354.0,8800.0,11700.0,46.85,0,4.0,4.0,0
157.0,193.0,7450.0,9250.0,26.85,0,3.0,2.0,0
39.0,100.0,2600.0,3850.0,38.16,1,1.0,1.0,0
500.0,436.0,300.0,8850.0,86.84,0,5.0,5.0,1
465.0,436.0,300.0,8850.0,66.84,0,5.0,5.0,1
465.0,436.0,300.0,8850.0,46.84,0,5.0,5.0,1
431.0,100.0,1300.0,1650.0,26.76,0,5.0,1.0,1
374.0,500.0,1800.0,12850.0,86.9,0,4.0,5.0,1
268.0,119.0,1650.0,4300.0,29.45,1,3.0,2.0,1
443.0,496.0,7200.0,1850.0,86.87,0,5.0,5.0,1
443.0,496.0,7200.0,1850.0,66.8,0,5.0,5.0,1
407.0,197.0,7500.0,600.0,34.26,1,5.0,2.0,1
500.0,464.0,18650.0,10100.0,86.9,0,5.0,5.0,1
482.0,402.0,32000.0,500.0,86.81,0,5.0,5.0,1
379.0,402.0,32000.0,500.0,66.81,0,5.0,5.0,1
379.0,402.0,32000.0,500.0,46.81,0,5.0,5.0,1
